source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
3_DDM_only_3A7_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	3_DDM_only_3A7_channel2	1	70	3_DDM_only_3A7_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	3_DDM_only_3A7_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/3_DDM_only_3A7_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
3_DDM_only_3B7_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	3_DDM_only_3B7_channel2	1	71	3_DDM_only_3B7_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	3_DDM_only_3B7_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/3_DDM_only_3B7_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
DTT_only_1stepmix_1A9_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	DTT_only_1stepmix_1A9_channel2	1	72	DTT_only_1stepmix_1A9_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	DTT_only_1stepmix_1A9_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/DTT_only_1stepmix_1A9_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
solventblank1_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	empty	cellenONE	empty	0	73	solventblank1_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	solventblank1_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/solventblank1_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
DDM_only_1stepmix_1A7_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	DDM_only_1stepmix_1A7_channel1	1	74	DDM_only_1stepmix_1A7_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	DDM_only_1stepmix_1A7_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/DDM_only_1stepmix_1A7_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_nanoPOTSChip_Rapid_Method_1b	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Substrate_comp_nanoPOTSChip_Rapid_Method_1b	1	75	Substrate_comp_nanoPOTSChip_Rapid_Method_1b	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_nanoPOTSChip_Rapid_Method_1b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_nanoPOTSChip_Rapid_Method_1b.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_nanoPOTSChip_Rapid_Method_5a	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Substrate_comp_nanoPOTSChip_Rapid_Method_5a	1	76	Substrate_comp_nanoPOTSChip_Rapid_Method_5a	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_nanoPOTSChip_Rapid_Method_5a.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_nanoPOTSChip_Rapid_Method_5a.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_Rapid_Method_Polypropylenechip_3d	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Substrate_comp_Rapid_Method_Polypropylenechip_3d	1	77	Substrate_comp_Rapid_Method_Polypropylenechip_3d	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_Rapid_Method_Polypropylenechip_3d.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_Rapid_Method_Polypropylenechip_3d.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
3_DDM_only_3B6_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	3_DDM_only_3B6_channel2	1	78	3_DDM_only_3B6_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	3_DDM_only_3B6_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/3_DDM_only_3B6_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
2DDM_only_1stepmix_2A7_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	2DDM_only_1stepmix_2A7_channel2	1	79	2DDM_only_1stepmix_2A7_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	2DDM_only_1stepmix_2A7_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/2DDM_only_1stepmix_2A7_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Substrate_comp_Rapid_Method_Polypropylenechip_2b	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Substrate_comp_Rapid_Method_Polypropylenechip_2b	1	80	Substrate_comp_Rapid_Method_Polypropylenechip_2b	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Substrate_comp_Rapid_Method_Polypropylenechip_2b.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Substrate_comp_Rapid_Method_Polypropylenechip_2b.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Tryp_LysC_only_1stepmix_2A5_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Tryp_LysC_only_1stepmix_2A5_channel2	1	81	Tryp_LysC_only_1stepmix_2A5_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Tryp_LysC_only_1stepmix_2A5_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Tryp_LysC_only_1stepmix_2A5_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Tryp_LysC_only_1stepmix_1C4_blank_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	empty	cellenONE	empty	0	82	Tryp_LysC_only_1stepmix_1C4_blank_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Tryp_LysC_only_1stepmix_1C4_blank_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Tryp_LysC_only_1stepmix_1C4_blank_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
3_TrypsinLysConly_3A5_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	3_TrypsinLysConly_3A5_channel1	1	83	3_TrypsinLysConly_3A5_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	3_TrypsinLysConly_3A5_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/3_TrypsinLysConly_3A5_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
DDM_only_1stepmix_1A6_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	DDM_only_1stepmix_1A6_channel1	1	84	DDM_only_1stepmix_1A6_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	DDM_only_1stepmix_1A6_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/DDM_only_1stepmix_1A6_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
10ngQC_1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	bulk control	cellenONE	10ngQC_1	not applicable	85	10ngQC_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	10ngQC_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/10ngQC_1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
empty_1stepmix_1C3_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	empty	cellenONE	empty	0	86	empty_1stepmix_1C3_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	empty_1stepmix_1C3_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/empty_1stepmix_1C3_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
10ng_QC_4_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	bulk control	cellenONE	10ng_QC_4_channel1	not applicable	87	10ng_QC_4_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	10ng_QC_4_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/10ng_QC_4_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
1_DDMDTT_1B1_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	1_DDMDTT_1B1_channel2	1	88	1_DDMDTT_1B1_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	1_DDMDTT_1B1_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/1_DDMDTT_1B1_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
Tryp_LysC_only_1stepmix_2A4_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	Tryp_LysC_only_1stepmix_2A4_channel1	1	89	Tryp_LysC_only_1stepmix_2A4_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	Tryp_LysC_only_1stepmix_2A4_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/Tryp_LysC_only_1stepmix_2A4_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
DDMandDTT_1stepmix_2B10_channel1	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	DDMandDTT_1stepmix_2B10_channel1	1	90	DDMandDTT_1stepmix_2B10_channel1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	DDMandDTT_1stepmix_2B10_channel1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/DDMandDTT_1stepmix_2B10_channel1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
10ngQC_2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	bulk control	cellenONE	10ngQC_2	not applicable	91	10ngQC_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	10ngQC_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/10ngQC_2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
3_DDMDTT_3B11_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	3_DDMDTT_3B11_channel2	1	92	3_DDMDTT_3B11_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	3_DDMDTT_3B11_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/3_DDMDTT_3B11_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
DTT_only_1stepmix_2B9_channel2	Homo sapiens	Epithelial cell	not available	Epithelial cell	cell	single cell	cellenONE	DTT_only_1stepmix_2B9_channel2	1	93	DTT_only_1stepmix_2B9_channel2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	DTT_only_1stepmix_2B9_channel2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2023/10/PXD041879/DTT_only_1stepmix_2B9_channel2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=HCD;AC=MS:1002481	30% NCE	not available	not available	not applicable	not applicable	nanowell chip	not applicable	nanoPOTS preparation was performed following the	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
