source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_02	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_02	1	73	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210311_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_Hexa_scLF_0311_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_02	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_02	1	74	20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210125_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_01	1	75	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_5cell_funnel_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_5cell_funnel_01	5	76	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_5cell_funnel_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_5cell_funnel_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_5cell_funnel_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_05	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_05	1	77	20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_05	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210316_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_05.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_5cell_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_5cell_01	5	78	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_5cell_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_5cell_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_5cell_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_3cell_funnel_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_3cell_funnel_01	3	79	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_3cell_funnel_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_3cell_funnel_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_3cell_funnel_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_06	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_06	1	80	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_06	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210315_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_hex_scLF_funnel2_06.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210217_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210217_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03	1	81	20210217_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210217_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210217_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_4cell_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_4cell_01	4	82	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_4cell_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_4cell_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_4cell_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_3cell_funnel_02	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_3cell_funnel_02	3	83	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_3cell_funnel_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_3cell_funnel_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_3cell_funnel_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210312_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210312_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03	1	84	20210312_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210312_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210312_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMT_Hela_100nl200nlTMT_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_01	1	85	20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210126_Exploris_FAIMS_RSLC9_PepSep_Waters_PepMapPrecol_5ulloop_TMT20x_Hela_100nl200nlTMT_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_04	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_04	1	86	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_04	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210331_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_TMTpro20x_Hela_100nl200nlTMT_04.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_funnel3_vial_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_funnel3_vial_01	1	87	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_funnel3_vial_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_funnel3_vial_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_funnel3_vial_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_2cell_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_2cell_01	2	88	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_2cell_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_2cell_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210402_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0402_2cell_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_01	4	89	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_4cell_funnel_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_1cell_funnel_01	Homo sapiens	not available	not available	not available	HeLa	cell	single cell	cellenONE	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_1cell_funnel_01	1	90	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_1cell_funnel_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_1cell_funnel_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_1cell_funnel_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_5cell_funnel_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_5cell_funnel_01	5	91	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_5cell_funnel_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_5cell_funnel_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210406_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_0406_5cell_funnel_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_6cell_01	Homo sapiens	not available	not available	not available	HeLa	cell	pooled	cellenONE	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_6cell_01	6	92	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_6cell_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_6cell_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2021/04/PXD025387/20210401_E0_FAIMS_RSLC9_Waters_PepMapPrecol_5ulloop_scLF_0401_6cell_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	not available	not available	not available	not applicable	single cell	Cellenion cellenCHIP	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
