source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20230822_SingleCells_AsPc_29	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_29	1	184	20230822_SingleCells_AsPc_29	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_29.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_29.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_8	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_8	1	185	20230822_SingleCells_HPDE_8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_8.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_1	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_1	1	186	20230822_SingleCells_HPDE_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_1.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_9	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_9	1	187	20230822_SingleCells_AsPc_9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_9.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_22	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_22	1	188	20230822_SingleCells_HPAF_22	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_22.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_23	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_23	1	189	20230822_SingleCells_PANC_23	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_23.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_6	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_6	1	190	20230406_PNAC1_single_cells_TGFb_D3_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_6.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_25	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_25	1	191	20230822_SingleCells_MIA_25	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_25.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_25.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_19	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_19	1	192	20230822_SingleCells_MIA_19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_19.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_14	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_14	1	193	20230822_SingleCells_HPDE_14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_14.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_21	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_21	1	194	20230406_PNAC1_single_cells_TGFb_D3_21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_21.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D3_5	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D3_5	1	195	20230406_PNAC1_single_cells_TGFb_D3_5	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D3_5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D3_5.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_3	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_3	1	196	20230822_SingleCells_HPDE_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_3.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_16	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_16	1	197	20230822_SingleCells_MIA_16	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_16.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D7_15	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D7_15	1	198	20230406_PNAC1_single_cells_TGFb_D7_15	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D7_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D7_15.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_AsPc_6	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_AsPc_6	1	199	20230822_SingleCells_AsPc_6	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_AsPc_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_AsPc_6.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_22	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_22	1	200	20230822_SingleCells_MIA_22	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_22.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_PANC_26	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_PANC_26	1	201	20230822_SingleCells_PANC_26	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_PANC_26.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_PANC_26.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D7_12	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D7_12	1	202	20230406_PNAC1_single_cells_TGFb_D7_12	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D7_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D7_12.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_3	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_3	1	203	20230822_SingleCells_MIA_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_3.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230406_PNAC1_single_cells_TGFb_D7_17	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230406_PNAC1_single_cells_TGFb_D7_17	1	204	20230406_PNAC1_single_cells_TGFb_D7_17	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230406_PNAC1_single_cells_TGFb_D7_17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230406_PNAC1_single_cells_TGFb_D7_17.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_HPAF_2	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_HPAF_2	not applicable	205	20230822_Bulk_HPAF_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_HPAF_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_HPAF_2.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPDE_21	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPDE_21	1	206	20230822_SingleCells_HPDE_21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPDE_21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPDE_21.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_15	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_15	1	207	20230822_SingleCells_HPAF_15	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_15.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_MIA_23	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_MIA_23	1	208	20230822_SingleCells_MIA_23	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_MIA_23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_MIA_23.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_Bulk_MIA_1	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	bulk control	not applicable	20230822_Bulk_MIA_1	not applicable	209	20230822_Bulk_MIA_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_Bulk_MIA_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_Bulk_MIA_1.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20230822_SingleCells_HPAF_1	Homo sapiens	Epithelial cell	Pancreatic cancer	not available	not available	not available	not available	not available	Epithelial cell	cell	single cell	not applicable	20230822_SingleCells_HPAF_1	1	210	20230822_SingleCells_HPAF_1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20230822_SingleCells_HPAF_1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/10/PXD055915/20230822_SingleCells_HPAF_1.raw	1	label free sample	not applicable	not applicable	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
