source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_38_BC19	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_38_BC19	1	247	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_38_BC19	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_38_BC19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_38_BC19.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_41_BD2	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_41_BD2	1	248	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_41_BD2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_41_BD2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_41_BD2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_0cells_01_RE3	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_0cells_01_RE3	0	249	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_0cells_01_RE3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_0cells_01_RE3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_0cells_01_RE3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_09_GB10	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_09_GB10	1	250	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_09_GB10	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_09_GB10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_09_GB10.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_36_RC17	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_36_RC17	1	251	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_36_RC17	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_36_RC17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_36_RC17.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_13_RB14	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_13_RB14	1	252	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_13_RB14	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_13_RB14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_13_RB14.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_0cells_01_RE3	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_0cells_01_RE3	0	253	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_0cells_01_RE3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_0cells_01_RE3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_0cells_01_RE3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_14_BB15	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_14_BB15	1	254	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_14_BB15	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_14_BB15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_14_BB15.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_18_BB19	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_18_BB19	1	255	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_18_BB19	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_18_BB19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_18_BB19.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_29_RC10	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_29_RC10	1	256	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_29_RC10	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_29_RC10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241103_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW17_sc_29_RC10.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_37_BC18	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_37_BC18	1	257	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_37_BC18	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_37_BC18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_37_BC18.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_12_BB13	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_12_BB13	1	258	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_12_BB13	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_12_BB13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_12_BB13.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_38_GC19	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_38_GC19	1	259	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_38_GC19	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_38_GC19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_38_GC19.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_40_RC21	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_40_RC21	1	260	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_40_RC21	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_40_RC21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_40_RC21.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_12_GB13	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_12_GB13	1	261	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_12_GB13	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_12_GB13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241107_Astral1_Neo6_TH050_AU25_trap_RLMrun019_SW5_sc_12_GB13.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_16_BB17	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_16_BB17	1	262	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_16_BB17	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_16_BB17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_16_BB17.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_0cells_01_GE3	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_0cells_01_GE3	0	263	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_0cells_01_GE3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_0cells_01_GE3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_0cells_01_GE3.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_08_BB9	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_08_BB9	1	264	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_08_BB9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_08_BB9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241105_Astral1_Neo6_TH050_AU25_trap_BLMrun040to043_SW18_sc_08_BB9.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_44_RD5	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_44_RD5	1	265	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_44_RD5	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_44_RD5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_44_RD5.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_31_RC12	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_31_RC12	1	266	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_31_RC12	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_31_RC12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241108_Astral1_Neo6_TH050_AU25_trap_RLMrun023_SW9_sc_31_RC12.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_30_BC11	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_30_BC11	1	267	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_30_BC11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_30_BC11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_30_BC11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_41_GD2	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_41_GD2	1	268	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_41_GD2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_41_GD2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241102_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW15_sc_41_GD2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_10_BB11	Homo sapiens	Neutrophil	Glioblastoma	not available	not available	not available	not available	not available	Neutrophil	tissue	single cell	FACS	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_10_BB11	1	269	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_10_BB11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_10_BB11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/11/PXD061065/20241031_Astral1_Neo6_TH050_AU25_trap_RLMrun040to043_SW14_sc_10_BB11.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	not available	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
