source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_200pg_AGC300__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_200pg_AGC300__1	1	182	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_200pg_AGC300__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_200pg_AGC300__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY14_200pg_AGC300__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_30K_32	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_30K_32	1	183	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_30K_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_30K_32_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_30K_32_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__2	1	184	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_200pg_AGC50__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_30K_32	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_30K_32	1	185	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_30K_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_30K_32_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_100pg_30K_32_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_50pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_50pg_AGC50__1	1	186	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_50pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_50pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY14_50pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY42_50pg_AGC300__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY42_50pg_AGC300__1	1	187	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY42_50pg_AGC300__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY42_50pg_AGC300__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY42_50pg_AGC300__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_50pg_AGC50__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_50pg_AGC50__2	1	188	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_50pg_AGC50__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_50pg_AGC50__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY210_50pg_AGC50__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_200pg_AGC50__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_200pg_AGC50__2	1	189	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_200pg_AGC50__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_200pg_AGC50__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H42_200pg_AGC50__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_50pg_AGC300__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_50pg_AGC300__2	1	190	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_50pg_AGC300__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_50pg_AGC300__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_50pg_AGC300__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_100pg_AGC300__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_100pg_AGC300__1	1	191	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_100pg_AGC300__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_100pg_AGC300__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_100pg_AGC300__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_60K_32	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_60K_32	1	192	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_60K_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_60K_32_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_100pg_60K_32_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__2	1	193	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_30K_32	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_30K_32	1	194	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_30K_32	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_30K_32_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY98_100pg_30K_32_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_50pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_50pg_AGC50__1	1	195	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_50pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_50pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY434_50pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_38	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_38	1	196	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_38	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_38_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY434_100pg_60K_38_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_200pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_200pg_AGC50__1	1	197	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_200pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_200pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY42_200pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY98_50pg_AGC300__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY98_50pg_AGC300__2	1	198	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY98_50pg_AGC300__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY98_50pg_AGC300__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_EY98_50pg_AGC300__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_50pg_AGC50__2	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_50pg_AGC50__2	1	199	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_50pg_AGC50__2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_50pg_AGC50__2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H210_50pg_AGC50__2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H434_50pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H434_50pg_AGC50__1	1	200	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H434_50pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H434_50pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H434_50pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_200pg_AGC300__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_200pg_AGC300__1	1	201	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_200pg_AGC300__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_200pg_AGC300__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_H98_200pg_AGC300__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__1	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__1	1	202	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__1	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200820_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_50pg_AGC50__1.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_26	Saccharomyces cerevisiae	not available	not available	not available	HeLa	cell	single cell	not applicable	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_26	1	203	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_26	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_26_.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/02/PXD027742/20200827_EXPL8_EVO1_ZY_SA_44min_TMT_HEY210_100pg_60K_26_.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	not available	2019% NCE	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
