source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	characteristics[ancestry category]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn23	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn23	1	11	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn23	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201201_L1_nUT2_ES802A_25cm_SCP_TDX_24h_Rxn23.raw	1	TMTpro131C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn21	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn21	1	12	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn21	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn21.raw	1	TMTpro132N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn3	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn3	1	13	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn3.raw	1	TMTpro132C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn4	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn4	1	14	20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn4	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201127_L1_nUT2_ES802A_25cm_SCP_TDX_12h_Rxn4.raw	1	TMTpro133N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn18	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn18	1	15	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn18	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn18.raw	1	TMTpro133C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set8	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set8	1	16	20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set8	proteomic profiling by mass spectrometry	1	Set8	NT=Data-dependent acquisition;AC=PRIDE:0000627	20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20191108_L_nUT2_ES802A_new_tune_SCP_A549_150it_1uS_ADPon_MTX_Set8.raw	1	TMTpro134N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210216_L1_nUT2_SCP_MTX_6h_Rxn14	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20210216_L1_nUT2_SCP_MTX_6h_Rxn14	1	17	20210216_L1_nUT2_SCP_MTX_6h_Rxn14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210216_L1_nUT2_SCP_MTX_6h_Rxn14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210216_L1_nUT2_SCP_MTX_6h_Rxn14.raw	1	TMTpro126	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn19	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn19	1	18	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn19	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn19.raw	1	TMTpro127N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn9	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn9	1	19	20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201019_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn9.raw	1	TMTpro127C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn15	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn15	1	20	20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn15	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201022_L1_nUT2_ES802A_25cm_SCP_CPT_48h_Rxn15.raw	1	TMTpro128N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn16	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn16	1	21	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn16	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn16.raw	1	TMTpro128C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn24	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn24	1	22	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn24	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201120_L1_nUT2_ES802A_25cm_SCP_CPT_24h_Rxn24.raw	1	TMTpro129N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn14	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn14	1	23	20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn14	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200411_L1_nUT2_ES802A_TMTpro_SCP_MTX_Rxn14.raw	1	TMTpro129C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx9	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx9	1	24	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx9	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200221_L1_nUT2_ES802A_SCP_A549_MTX_splitCP_Rnx9.raw	1	TMTpro130N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20210216_L1_nUT2_SCP_MTX_3h_Rxn10	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20210216_L1_nUT2_SCP_MTX_3h_Rxn10	1	25	20210216_L1_nUT2_SCP_MTX_3h_Rxn10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20210216_L1_nUT2_SCP_MTX_3h_Rxn10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20210216_L1_nUT2_SCP_MTX_3h_Rxn10.raw	1	TMTpro130C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn8	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn8	1	26	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201204_L1_nUT2_ES802A_25cm_SCP_TDX_48h_Rxn8.raw	1	TMTpro131N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn7	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn7	1	27	20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn7	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn7.raw	1	TMTpro131C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn17	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn17	1	28	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn17	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200910_L1_nUT2_ES802A_25cm_SCP_MTX_12h_Rxn17.raw	1	TMTpro132N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn23	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn23	1	29	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn23	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20200914_L1_nUT2_ES802A_25cm_SCP_MTX_24h_Rxn23.raw	1	TMTpro132C	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn10	Homo sapiens	Epithelial cell	Lung adenocarcinoma	not available	not available	not available	not available	not available	Epithelial cell	A549	cell	single cell	FACS	20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn10	1	30	20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn10	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2022/07/PXD025481/20201117_L1_nUT2_ES802A_25cm_SCP_CPT_12h_Rxn10.raw	1	TMTpro133N	not available	not available	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Variable	NT=HCD;AC=MS:1002481	549% NCE	10 ppm	10 ppm	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=human;VV=v1.1.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
