source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[facs nozzle size]	comment[facs sorting mode]	comment[microfluidics chip type]	comment[lcm microscope model]	comment[nanopots chip version]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
OA_VN_Blank_15min_DIA_RL_TE_uPAC2_20250610_01	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	empty	not applicable	empty	0	72	OA_VN_Blank_15min_DIA_RL_TE_uPAC2_20250610_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	OA_VN_Blank_15min_DIA_RL_TE_uPAC2_20250610_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/OA_VN_Blank_15min_DIA_RL_TE_uPAC2_20250610_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_05	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_05	1	73	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_05	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_05.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP6	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP6	1	74	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_01	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_01	1	75	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_A_REP1	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_A_REP1	1	76	LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_A_REP1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_A_REP1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_A_REP1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP1	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP1	1	77	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_C_REP1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP4	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP4	1	78	LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP2	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP2	1	79	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_DI_15min_250pg_Condition_A_REP2.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
LFQ_Astral_DIA_Optimized_DI_5min_250pg_Condition_A_REP1	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	LFQ_Astral_DIA_Optimized_DI_5min_250pg_Condition_A_REP1	1	80	LFQ_Astral_DIA_Optimized_DI_5min_250pg_Condition_A_REP1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	LFQ_Astral_DIA_Optimized_DI_5min_250pg_Condition_A_REP1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_DI_5min_250pg_Condition_A_REP1.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_C_REP4	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_C_REP4	1	81	LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_C_REP4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_C_REP4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_TE_15min_50ng_Condition_C_REP4.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_03	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_03	1	82	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/OA_VN_Hela_50ng_15min_DIA_RL_TE_uPAC2_20250610_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP6	Saccharomyces cerevisiae	not available	not available	not available	K562	cell	single cell	not applicable	LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP6	1	83	LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2026/02/PXD071205/LFQ_Astral_DIA_Optimized_TE_5min_50ng_Condition_B_REP6.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=CID;AC=MS:1000133	not available	not available	not available	not applicable	not applicable	not applicable	not applicable	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=sdrf-skills-autoresearch;VV=v0.0.0
